item,itemLabel,startDate,endDate
Q50356237,Arif Hüdai Oral,1963-12-27,1965-02-22
Q6063596,Mehmet Turgut,1965-02-20,1965-10-27
Q6015431,İbrahim Deriner,1965-10-27,1967-04-01
Q12811502,Refet Sezgin,1967-04-01,1969-11-03
Q2210038,Sabit Osman Avcı,1969-11-03,1970-11-28
Q6076989,Mehmet Selahattin Kılıç,1970-11-28,1970-12-10
Q6091669,Nahit Menteşe,1970-12-10,1971-03-26
Q6060908,İhsan Topaloğlu,1971-03-26,1971-09-28
Q6056324,Atilla Sav,1971-09-28,1971-11-10
Q6012252,Nezih Devres,1971-11-10,1972-05-22
Q6047594,Mehmet Nuri Kodamanoğlu,1972-05-22,1973-04-15
Q6077307,Kemal Demir,1973-04-15,1974-01-26
Q6092623,Cahit Kayra,1974-01-26,1974-11-17
Q6069864,Erhan Işıl,1974-11-17,1975-03-31
Q6076989,Mehmet Selahattin Kılıç,1975-03-31,1977-06-21
Q6047478,Neşet Akmandor,1977-06-21,1977-07-21
Q3678351,Kamran İnan,1977-07-21,1978-01-05
Q381297,Deniz Baykal,1978-01-05,1979-11-12
Q6053904,Esat Kıratlıoğlu,1979-11-12,1980-09-12
Q6020446,Serbülent Bingöl,1980-09-21,1981-12-22
Q6012054,Fahir İlker,1981-12-23,1983-12-13
Q6032354,Cemal Büyükbaş,1983-12-13,1985-01-07
Q6037813,Sudi Türel,1985-01-07,1987-12-22
Q6040558,Fahrettin Kurt,1987-12-22,1991-04-30
Q6030242,Togay Gemalmaz,1991-04-30,1991-06-23
Q6040802,Muzaffer Arıcı,1991-06-23,1991-11-21
Q6071630,Mehmet Ersin Faralyalı,1991-11-21,1993-06-25
Q6083107,Veysel Atasoy,1993-06-25,1995-10-06
Q6058055,Şinasi Altıner,1995-10-06,1996-03-07
Q6081993,Hüsnü Doğan,1996-03-07,1996-06-28
Q263102,Recai Kutan,1996-06-28,1997-06-30
Q6065381,Mustafa Cumhur Ersümer,1997-06-30,1999-01-12
Q6060238,Ahmet Ziya Aktaş,1999-01-12,1999-05-29
Q6065381,Mustafa Cumhur Ersümer,1999-05-29,2001-05-09
Q6064101,Zeki Çakan,2001-05-09,2002-11-18
Q1917341,Mehmet Hilmi Güler,2002-11-18,2009-05-01
Q7682560,Taner Yıldız,2009-05-01,2015-08-28
Q6035094,Ali Rıza Alaboyun,2015-08-28,2015-11-24
Q6052158,Berat Albayrak,2015-11-24,2018-07-10
Q55456118,Fatih Dönmez,2018-07-10,
