item,itemLabel,startDate,endDate,psid
Q1339564,Emre Gönensay,1996-03-06,1996-06-28,Q1339564-12A6CB6D-88CD-44B1-BD91-974BD97EDDBC
Q1348747,Erdal İnönü,1995-03-27,1995-10-06,Q1348747-E8D51677-3139-4EDE-B23C-E6C020D147EC
Q1588141,Hasan Saka,1944-09-13,1947-09-10,Q1588141-06CBF575-E685-4C15-A706-DE692B32B2D9
Q183297,İsmet İnönü,1922-10-26,1924-11-21,Q183297-5B6493B6-EE24-4032-AFB1-420DAAB849A7
Q1953544,Murat Karayalçın,1994-12-12,1995-03-27,Q1953544-09FEB08E-00C0-4C8E-B85C-1E7DD9C2A4ED
Q1973822,Necmettin Sadık Sadak,1947-09-10,1950-05-22,Q1973822-B89BE4B1-BBFF-49C5-A751-E2AA9F8D6013
Q2004794,Numan Menemencioğlu,1942-08-13,1944-06-26,Q2004794-993DD916-24F7-4518-96D9-489F728AA8B8
Q2034278,Osman Olcay,1971-03-26,1971-12-03,Q2034278-52925C4C-9D28-4F10-A5E4-6206A0516413
Q208377,Tansu Çiller,1996-06-28,1997-06-20,Q208377-F94C8B39-53C8-4E8D-AD6C-5EEBFC0B0223
Q2268332,Selim Rauf Sarper,1960-05-28,1962-02-16,Q2268332-E6F3DB50-B233-4C8D-99E1-62DA83CF2BF0
Q2376406,Tevfik Rüştü Aras,1925-03-04,1938-11-11,Q2376406-AFC74876-6127-4BC0-8BD0-EF9A850E7029
Q249206,Mevlüt Çavuşoğlu,2014-08-29,2015-08-30,Q249206-411dacf9-4370-66e9-6543-fe8282137a1b
Q249206,Mevlüt Çavuşoğlu,2015-11-24,,Q249206-45FAFECE-C232-482E-B1D2-DDA0D8378631
Q3001933,Coşkun Kırca,1995-10-06,1995-10-31,Q3001933-34BF423C-37E0-48F9-B796-A6B1C95B2F4F
Q343514,İhsan Sabri Çağlayangil,1965-10-27,1971-03-12,Q343514-6B246A99-CB1B-4AD4-ABA8-48207BE606F3
Q343514,İhsan Sabri Çağlayangil,1975-10-31,1977-06-21,Q343514-711138ab-47e7-0e2a-5cc9-251b2ba6aed4
Q343514,İhsan Sabri Çağlayangil,1977-06-21,1978-01-05,Q343514-95dec083-4c62-a8d6-f961-87e3065e76de
Q344153,İsmail Cem,1997-06-30,1999-04-18,Q344153-2596AD23-4313-4723-807B-27AC8146F78E
Q344153,İsmail Cem,1999-04-18,2002-07-11,Q344153-b5f2f7ea-44bb-6ae7-df16-94a4478f5106
Q351674,Hikmet Çetin,1991-11-21,1994-07-27,Q351674-CE4D6137-7D7B-4276-81C1-DD2FA4C2CD0D
Q366692,Mesut Yılmaz,1987-12-22,1990-02-20,Q366692-E7459225-91EF-4139-9CE0-F41B516328D9
Q381297,Deniz Baykal,1995-10-31,1996-03-06,Q381297-B024CE07-4AC7-4E1A-8C3E-F9344E734054
Q390718,Şükrü Kaya,1924-11-22,1925-03-04,Q390718-67BF7487-76EB-4E09-A8BC-9263B8804668
Q390723,Şükrü Sina Gürel,2002-07-12,2002-11-19,Q390723-1ED1E2DC-9120-46DD-B0B4-4207B2C1A96D
Q390725,Şükrü Saracoğlu,1938-11-11,1942-08-13,Q390725-942055F3-44CE-4705-AEF1-113DD09B46E5
Q401891,Ahmet Kurtcebe Alptemoçin,1990-10-12,1991-06-23,Q401891-FC49CE76-6BFF-456B-A895-E4BD266A4A3C
