item,itemLabel,startDate,endDate,psid
Q1076524,Mustafa Abdülhalik Renda,1927-11-01,1930-12-25,Q1076524-58F16CE9-2C56-4865-A30D-AFCBD18F4137
Q1337667,Fahri Özdilek,1960-06-09,1960-10-22,Q1337667-81A5C345-F281-4DC5-8114-2DE2F3ED78AE
Q135082,Naci Tınaz,1939-01-18,1940-04-05,Q135082-1E41739B-0E8D-44D7-85B7-8CEB2CBF0055
Q1371176,Etem Menderes,1958-01-19,1960-05-27,Q1371176-91D66F24-FDAC-40D9-A089-C53EC22A652B
Q1371176,Etem Menderes,1954-05-17,1955-09-15,Q1371176-C068E8F1-4E20-4E45-886A-F43CE106F2D6
Q1400345,Ferit Melen,1975-03-31,1977-06-21,Q1400345-A4B51DC0-5E75-4B92-A630-064DD99C4CBD
Q1400345,Ferit Melen,1971-03-26,1972-05-22,Q1400345-A500D7E4-135F-4CC0-97E5-0704D4340AC6
Q15431339,Fikri Işık,2016-05-24,2017-07-19,Q15431339-C27F16E1-C74A-47DC-AFB1-46AC56D2E92D
Q1588141,Hasan Saka,1948-06-05,1948-06-10,Q1588141-40AD9DCC-1306-47D3-90C8-D37D1D047139
Q159161,Cemal Gürsel,1960-05-30,1960-06-09,Q159161-9CA7CCEF-B552-45CA-9FBD-9E640D893607
Q1618055,Hikmet Sami Türk,1999-01-11,1999-05-28,Q1618055-C762F470-F668-42BC-9DF8-7B0A70F5B84A
Q17045790,Hulusi Akar,2018-07-10,,Q17045790-7A554213-36A4-4A1F-83FE-0E2290C324F2
Q1917377,Vecdi Gönül,2015-07-03,2015-11-24,Q1917377-6298A0C7-4EEC-47D6-8F8B-21D3F7C42EAB
Q1917377,Vecdi Gönül,2002-11-18,2011-07-06,Q1917377-6B8D9A8B-C4EF-429E-89AF-A7E71AD9479A
Q238745,Adnan Menderes,1955-12-09,1957-07-28,Q238745-930DE95D-9C1A-47C8-A261-145FBA3A3F5B
Q344235,İsmet Sezgin,1997-06-30,1999-01-11,Q344235-4D9AD843-C034-44D8-99DA-73696966081E
