@@,itemlabel,item,startdate,enddate
+++,Mevlüt Çavuşoğlu,Q249206,2013-12-25,2014-08-29
+++,Volkan Bozkır,Q7940222,2014-08-29,2015-08-28
+++,Ali Haydar Konca,Q20476246,2015-08-28,2015-09-22
+++,Beril Dedeoğlu,Q6054320,2015-09-22,2015-11-24
+++,Volkan Bozkır,Q7940222,2015-11-24,2016-05-24
