ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
42,Q6093968,42nd government of Turkey,1978-01-01,9,1978-01-01,9,1979-01-01,9,,,Q6091274,41st government of Turkey,Q6087321,43rd government of Turkey,,,,
43,Q6087321,43rd government of Turkey,1979-01-01,9,1979-01-01,9,1980-01-01,9,,,Q6093968,42nd government of Turkey,Q6093605,44th government of Turkey,,,,
44,Q6093605,44th government of Turkey,1980-01-01,9,1980-01-01,9,1983-01-01,9,,,Q6087321,43rd government of Turkey,Q6094850,45th government of Turkey,,,,
45,Q6094850,45th government of Turkey,1983-01-01,9,1983-01-01,9,1987-01-01,9,,,Q6093605,44th government of Turkey,Q6094270,46th government of Turkey,,,,
46,Q6094270,46th government of Turkey,1987-01-01,9,1987-01-01,9,1989-01-01,9,,,Q6094850,45th government of Turkey,Q6087681,47th government of Turkey,,,,
47,Q6087681,47th government of Turkey,1989-01-01,9,1989-01-01,9,1991-01-01,9,,,Q6094270,46th government of Turkey,Q6090031,48th government of Turkey,,,,
49,Q6089011,49th government of Turkey,1991-01-01,9,1991-01-01,9,1993-01-01,9,,,Q6090031,48th government of Turkey,Q6100540,50th government of Turkey,,,,
48,Q6090031,48th government of Turkey,1991-01-01,9,1991-01-01,9,1991-01-01,9,,,Q6087681,47th government of Turkey,Q6089011,49th government of Turkey,,,,
50,Q6100540,50th government of Turkey,1993-01-01,9,1993-01-01,9,1995-01-01,9,,,Q6089011,49th government of Turkey,Q6079070,51st government of Turkey,,,,
51,Q6079070,51st government of Turkey,1995-01-01,9,1995-01-01,9,1995-01-01,9,,,Q6100540,50th government of Turkey,Q6090904,52nd government of Turkey,,,,
52,Q6090904,52nd government of Turkey,1995-01-01,9,1995-01-01,9,1996-01-01,9,,,Q6079070,51st government of Turkey,Q6098608,53rd government of Turkey,,,,
53,Q6098608,53rd government of Turkey,1996-01-01,9,1996-01-01,9,1996-01-01,9,,,Q6090904,52nd government of Turkey,Q6101839,54th government of Turkey,,,,
54,Q6101839,54th government of Turkey,1996-01-01,9,1996-01-01,9,1997-01-01,9,,,Q6098608,53rd government of Turkey,Q6045938,55th government of Turkey,,,,
55,Q6045938,55th government of Turkey,1997-01-01,9,1997-01-01,9,1999-01-01,9,,,Q6101839,54th government of Turkey,Q6034537,56th government of Turkey,,,,
56,Q6034537,56th government of Turkey,1999-01-01,9,1999-01-01,9,1999-01-01,9,,,Q6045938,55th government of Turkey,Q6103056,57th government of Turkey,,,,
57,Q6103056,57th government of Turkey,1999-01-01,9,1999-01-01,9,2002-01-01,9,,,Q6034537,56th government of Turkey,Q1719942,Cabinet Gül,,,,
58,Q1719942,Cabinet Gül,2002-01-01,9,2002-01-01,9,2003-01-01,9,,,Q6103056,57th government of Turkey,Q661393,Cabinet Erdoğan I,,,,
59,Q661393,Cabinet Erdoğan I,2003-01-01,9,2003-01-01,9,2007-01-01,9,,,Q1719942,Cabinet Gül,Q6431527,Cabinet Erdoğan II,,,,
60,Q6431527,Cabinet Erdoğan II,2007-08-29,11,2007-01-01,9,2011-06-14,11,2011-01-01,9,Q661393,Cabinet Erdoğan I,Q1719882,Cabinet Erdoğan III,,,,
61,Q1719882,Cabinet Erdoğan III,2011-07-06,11,,,2014-08-29,11,,,Q6431527,Cabinet Erdoğan II,Q17666920,Cabinet Davutoğlu I,,,,
62,Q17666920,Cabinet Davutoğlu I,2014-08-29,11,,,2015-08-28,11,,,Q1719882,Cabinet Erdoğan III,Q20875123,2015 interim election government of Turkey,,,,
63,Q20875123,2015 interim election government of Turkey,2015-08-28,11,,,2015-11-24,11,,,Q17666920,Cabinet Davutoğlu I,Q21504454,Third Davutoğlu Cabinet,,,,
64,Q21504454,Third Davutoğlu Cabinet,2015-11-24,11,,,2016-05-24,11,,,Q20875123,2015 interim election government of Turkey,Q24204734,Yıldırım Cabinet,,,,
65,Q24204734,Yıldırım Cabinet,2016-05-24,11,,,2018-07-10,11,,,Q21504454,Third Davutoğlu Cabinet,Q55435983,Cabinet Erdoğan IV,,,,
65,Q24204734,Yıldırım Cabinet,2016-05-24,11,,,2018-07-09,11,,,Q21504454,Third Davutoğlu Cabinet,Q55435983,Cabinet Erdoğan IV,,,,
66,Q55435983,Cabinet Erdoğan IV,2018-07-10,11,,,,,,,Q24204734,Yıldırım Cabinet,,,,,,
