item,itemLabel,startDate,endDate,psid
Q12808258,Abdullah Pulat Gözübüyük,1960-05-30,1960-08-27,Q12808258-B9694537-3C6F-4482-AC9F-2ACE0C0DFE0F
Q12808434,Ali Rıza Türel,1943-03-09,1946-04-06,Q12808434-27DB9CBE-3018-4D0A-8A71-2059260A29AE
Q12810331,Kemal Sahir Kurutluoğlu,1961-11-20,1962-06-25,Q12810331-BE9D00FA-DFB7-4F02-B1E4-F230126B9CA0
Q12812153,Tevfik Fikret Sılay,1939-01-03,1939-05-26,Q12812153-DB78F55A-3ADB-4B1B-85DC-6DDF156A1504
Q1396517,Mehmet Ali Şahin,2007-08-29,2009-05-01,Q1396517-D69BF6C6-2E3A-46DB-B366-21A14D77C8D5
Q1472458,Fuat Sirmen,1949-01-16,1950-05-22,Q1472458-56F9AB94-2E4A-4BBC-97C3-D5FDD38F65FC
Q1472458,Fuat Sirmen,1948-06-10,1949-01-13,Q1472458-A2B147ED-0661-4411-9A6A-E4C0BE6BB6F4
Q1618055,Hikmet Sami Türk,1999-05-28,2002-08-05,Q1618055-951DEE41-D787-48E8-9139-3C2BD6EBBD0C
Q17430893,Kenan İpek,2015-03-07,2015-11-24,Q17430893-90225484-4f2a-b806-34a1-51d02824054b
Q19668322,Mustafa Necati Uğural,1924-03-06,1924-10-22,Q19668322-3601F906-98BC-466B-BEDE-3F57E7F8B1B9
Q202971,Cemil Çiçek,2002-11-20,2007-05-08,Q202971-AAE70734-E2DC-4375-82E1-50D430D10ED5
Q21328910,Abdulhamit Gül,2017-07-19,2022-01-29,Q21328910-2212773d-42c5-1bef-5d2f-c2da60c1e98a
Q366292,Ali Fethi Okyar,1939-05-26,1940-03-12,Q366292-B583A537-FB27-4B72-B93F-E1FD0480F5FA
Q390725,Şükrü Saracoğlu,1933-05-23,1938-11-11,Q390725-EC4B6540-A6EA-46C4-9A55-4C293DB06D5D
Q447762,Sadullah Ergin,2011-07-06,2013-12-25,Q447762-1cb73ed9-4c7d-a44e-b051-2da30cb0872c
Q447762,Sadullah Ergin,2009-05-01,2011-03-08,Q447762-AB6BE37E-7E13-456D-8B47-86FE85DD62BE
Q4881622,Bekir Bozdağ,2014-08-29,2015-03-07,Q4881622-37b0173a-48b5-8ddd-6a84-e8508e54deda
Q4881622,Bekir Bozdağ,2022-01-29,,Q4881622-713DB381-BC50-48F6-8A79-A9B5CF350A54
Q4881622,Bekir Bozdağ,2013-12-25,2014-08-29,Q4881622-ad601a50-4690-5ef4-c289-be8a3f0b6ba2
Q4881622,Bekir Bozdağ,2015-11-25,2017-07-19,Q4881622-beda5bc6-451d-b444-09ba-2b011418c81b
Q5429626,Fahri Kasırga,2007-05-08,2007-08-29,Q5429626-6D6FFBBC-88CA-47E9-879F-AF58357E6644
Q6018114,Hasan Safyettin Menemencioğlu,1940-03-12,1943-03-09,Q6018114-4C956C96-E59D-4AE9-913D-75F429826747
Q6023856,Şakir Şeker,1991-06-23,1991-08-29,Q6023856-052A82A9-20E6-46FA-8A29-F388E2C15456
Q6026162,İsmail Müftüoğlu,1975-03-31,1977-04-11,Q6026162-68B1655E-E8CD-417B-8605-232DD1A18D82
Q6026492,Selçuk Erverdi,1977-06-21,1977-07-21,Q6026492-3FAC9E80-4ABC-4C2D-B562-EB096B37F513
Q6031692,Kemal Türkoğlu,1961-08-17,1961-11-20,Q6031692-68FAE83B-71B7-45B9-B0E5-862121E7FD46
Q6031749,Ali Rıza Erten,1949-01-13,1949-01-16,Q6031749-6AEFE26E-91CB-4806-8A9A-1ADEACEB2306
Q6032231,İrfan Baran,1965-02-20,1965-07-31,Q6032231-79AF09CB-D24A-4592-82B2-DAA01A70C40F
Q6032684,Ömer Ucuzal,1979-11-12,1980-09-12,Q6032684-ED2BCD4C-A460-45C8-902F-A23348FD07DE
Q6033894,Osman Şevki Çiçekdağ,1952-11-10,1955-12-09,Q6033894-27539C4D-7B8C-44D2-AC11-9758C876FFD1
