@@,itemlabel,item,startdate,enddate
+++,Oğuzhan Asiltürk,Q6076713,1974-01-26,1974-11-17
+++,Mukadder Öztekin,Q6051630,1974-11-17,1975-03-31
+++,Oğuzhan Asiltürk,Q6076713,1975-03-31,1977-04-11
+++,Ahmet Sabahattin Özbek,Q6090114,1977-04-11,1977-06-21
+++,Mustafa Necdet Uğur,Q6086069,1977-06-21,1977-07-21
+++,Korkut Özal,Q6086849,1977-07-21,1978-01-05
+++,İrfan Özaydınlı,Q6088384,1978-01-05,1979-01-02
+++,Hasan Fehmi Güneş,Q6048730,1979-01-16,1979-10-05
+++,Vecdi İlhan,Q6048374,1979-10-05,1979-11-12
+++,Mustafa Gülcügil,Q6065911,1979-11-12,1980-07-21
+++,Orhan Eren,Q6582766,1980-08-04,1980-09-12
+++,Selahattin Çetiner,Q6054298,1980-09-20,1983-12-13
+++,Ali Tanrıyar,Q2629963,1983-12-13,1984-10-26
->,Yıldırım Akbulut,Q558287,1984-10-26,1987-09-26->1987-09-16
+++,Ahmet Selçuk,Q6041406,1987-09-16,1987-12-21
+++,Mustafa Kalemli,Q1955544,1987-12-21,1989-03-30
+++,Abdülkadir Aksu,Q318055,1989-03-30,1991-06-23
+++,Mustafa Kalemli,Q1955544,1991-06-23,1991-08-29
+++,Sabahattin Çakmakoğlu,Q6096540,1991-08-29,1991-11-20
+++,İsmet Sezgin,Q344235,1991-11-20,1993-06-25
+++,Beytullah Mehmet Gazioğlu,Q6072839,1993-06-25,1993-10-24
+++,Nahit Menteşe,Q6091669,1993-10-24,1995-10-31
+++,Teoman Ünüsan,Q6052994,1995-10-31,1996-03-06
+++,Ülkü Gökalp Güney,Q6053755,1996-03-06,1996-06-28
+++,Mehmet Ağar,Q735547,1996-06-28,1996-11-08
+++,Meral Akşener,Q434923,1996-11-08,1997-06-30
+++,Murat Başesgioğlu,Q1953530,1997-06-30,1998-08-04
+++,Kutlu Aktaş,Q6076818,1998-08-04,1999-01-11
+++,Cahit Bayar,Q6088814,1999-01-11,1999-05-28
+++,Sadettin Tantan,Q6085330,1999-05-28,2001-06-05
+++,Rüştü Kazım Yücelen,Q6075296,2001-06-05,2002-08-05
+++,Muzaffer Ecemiş,Q6049544,2002-08-05,2002-11-18
+++,Abdülkadir Aksu,Q318055,2002-11-18,2007-05-08
+++,Osman Güneş,Q7107079,2007-05-08,2007-08-29
+++,Beşir Atalay,Q854641,2007-08-29,2011-03-08
+++,Osman Güneş,Q7107079,2011-03-08,2011-07-06
->,Efkan Ala,Q6034078,2013-12-25,2015-03-07->2015-03-06
->,Selami Altınok,Q6021021,2015-08-28,2015-11-17->2015-11-24
->,Süleyman Soylu,Q6098459,2018-07-10->2016-08-31,
