item,itemLabel,startDate,endDate,sourceDate,psid
Q6042930,Metin Bostancıoğlu,1999-01-11,2002-07-10,,Q6042930-579D084D-86C1-4B8F-A06B-12632594C535
Q6044404,Necdet Tekin,2002-07-10,2002-11-18,,Q6044404-64C58CA7-0C29-4966-8B14-DD9AA241E903
Q581386,Erkan Mumcu,2002-11-18,2003-03-14,,Q581386-2B2A1C00-97E5-423D-AA6D-49F95C34C9FC
Q1534762,Hüseyin Çelik,2003-03-14,2009-05-01,,Q1534762-B2C3CD4D-11BA-4844-9740-334A7D64B6C5
Q466180,Nimet Çubukçu,2009-05-01,2011-07-06,2022-07-14,Q466180-A618ACAC-CAFE-4850-BD3D-9E0D2CBCDDDD
Q8078952,Ömer Dinçer,2011-07-06,2013-01-24,,Q8078952-130A0C11-02A7-40FF-95A7-0D1535796574
Q12811068,Nabi Avcı,2013-01-24,2016-05-24,,Q12811068-D4195729-EBA2-400B-A2FD-C4909BB09E56
Q8080224,İsmet Yılmaz,2016-05-24,2018-07-10,,Q8080224-C0A43633-ECE0-4A3A-B0C6-8E80791227D2
Q55456220,Ziya Selçuk,2018-07-10,2021-08-05,,Q55456220-9B7C0200-7819-4246-994F-46F0FB42F652
Q19611864,Mahmut Özer,2021-08-06,,,Q19611864-8613C45B-28A6-448D-AC85-4BBEDFC66EBF
