position,title
Q1922067,President
Q52137988,Vice President
Q2430415,Prime Minister
Q5261074,Deputy Prime Minister
Q106533896,Minister of Agriculture and Forestry
Q23196601,Minister of Culture and Tourism
Q108272582,Minister of Development
Q20470741,Minister of Economy
Q106533226,Minister of Energy and Natural Resources
Q106561527,Minister of European Union Affairs
Q106587058,Minister of Family and Social Services
Q106561136,Minister of the Family and Social Policies
Q106963568,Minister of Finance
Q20988486,Minister of Foreign Affairs
Q29645718,Minister of Health
Q106541631,Minister of Industry and Technology
Q106508952,Minister of the Interior
Q61895843,Minister of Justice
Q106587107,Minister of Labour and Social Security
Q106532199,Minister of National Defence
Q106533996,Minister of National Education
Q106532539,Minister of the Environment and Urbanisation
Q106561597,"Minister of Science, Industry and Technology"
Q106541814,Minister of Trade
Q87662887,Minister of Transport and Infrastructure
Q106532278,Minister of Treasury and Finance
Q106533834,Minister of Youth and Sports
Q20473788,Speaker of the Grand National Assembly
Q670262,Chief of the General Staff
Q98086768,Governor of the Central Bank
Q20988365,Governor of Ankara
Q6572133,Governor of İstanbul
Q62925885,mayor of Istanbul
